;RF0610;RF0620;RF0811;RF0812;RF0893;RF0899;RF1011;RF1012;RF1013;RF1020;RF1031;RF1032;RF1039
2003-06-30;148,86122;1466,374599;175,50717;101,206151;120,164349;121,019546;111,538384;107,211509;92,106721;91,567232;99,484964;78,258847;104,598816
2003-07-31;145,64015;1435,548353;193,262959;108,87388;122,589097;127,282932;113,968168;113,338095;98,082468;92,845118;101,373482;83,025574;104,853381
2003-08-31;137,754218;1472,579973;180,676722;97,229357;126,729152;122,69108;98,698286;98,544454;91,007585;88,82049;96,780137;79,125712;105,181463
2003-09-30;139,539934;1466,767586;191,639171;109,417255;129,378474;124,562567;112,964393;111,097279;97,766067;93,393103;101,851626;75,016415;105,731886
2003-10-31;139,214528;1123,158704;199,776827;112,922912;123,812403;134,629742;112,293509;111,198509;100,30863;92,56424;100,28663;74,068048;106,795485
2003-11-30;139,068901;1413,088465;178,334089;103,559055;127,556356;122,295476;101,945506;103,331247;89,063026;89,495359;97,705123;66,193433;107,257707
2003-12-31;144,967894;1446,756296;192,11003;107,331608;122,452949;128,302118;111,006659;112,987524;98,647668;93,26469;101,557464;75,708988;106,962657
2004-01-31;141,712245;1396,335741;189,556505;104,091945;110,113793;124,113747;106,620774;107,848373;99,725719;92,085131;100,306751;68,550029;107,27272
2004-02-29;146,039605;1425,313382;209,287413;109,140916;140,852222;119,943689;107,113856;108,472229;99,744312;92,376985;100,563541;74,776445;106,07692
2004-03-31;140,258508;1390,929582;196,647826;114,04404;129,477514;119,260915;111,490235;116,418423;104,008085;94,002478;102,376481;72,559244;105,016835
2004-04-30;141,792026;1413,321442;202,662761;107,473954;127,561854;123,774673;106,936028;107,560308;100,940539;92,263616;100,61403;68,949136;104,216258
2004-05-31;144,160835;1389,991673;190,812993;103,219039;137,920257;113,27372;97,497647;98,970909;92,428803;87,833547;94,904032;64,233362;104,473942
2004-06-30;137,869122;1337,76212;201,221353;111,444095;135,987703;128,30132;113,5743;116,04685;104,06716;96,299744;105,012259;70,713123;105,94808
2004-07-31;136,831958;1368,611824;189,443802;104,245633;127,520559;123,45768;105,912737;104,396242;101,193132;91,004255;100,640674;66,882915;106,199124
2004-08-31;132,947536;1311,856196;188,309131;105,247849;135,565311;123,832349;104,462389;105,507356;98,215699;92,637982;101,357743;70,658448;107,40621
2004-09-30;130,948036;1321,026179;193,530921;107,808506;128,061887;132,092341;106,950247;106,865727;103,226506;94,166858;103,035517;74,051344;107,959192
2004-10-31;126,089448;1333,441966;176,437698;99,580414;131,625609;121,599609;101,768943;98,894707;97,162319;90,476819;97,659032;71,744137;107,189961
2004-11-30;131,624662;1246,116586;188,539572;105,89579;130,186908;133,129766;106,702631;104,959457;100,566191;93,052183;101,201025;73,490203;107,21109
2004-12-31;131,453409;1243,056929;191,097633;108,641178;128,349459;125,8894;108,100552;106,411868;104,985904;94,287403;102,271801;77,114767;106,503034
2005-01-31;134,870407;1257,380301;181,693003;108,319346;131,248842;126,419424;103,014405;102,200686;96,606174;90,146027;98,139921;72,546103;102,794736
2005-02-28;125,754344;1200,842639;163,787693;100,76853;132,766458;130,309764;103,981598;104,780127;99,563563;91,583388;99,439857;77,204871;100,453238
2005-03-31;128,605851;1257,51587;172,000722;100,022554;136,917804;130,132008;107,9933;110,549243;100,228246;92,801879;100,683575;80,91165;98,350005
2005-04-30;124,392093;1261,329248;175,782666;109,221581;141,608615;144,178842;104,147433;105,291378;96,930027;91,196229;99,761434;81,185372;99,948365
2005-05-31;125,008689;1316,260766;171,932244;113,069594;136,823443;128,669139;105,170814;109,457034;97,930005;91,78629;99,732431;83,71871;98,116735
2005-06-30;125,879001;1365,919386;193,19421;108,890818;136,897402;125,177543;107,374388;109,93017;101,695147;95,449853;103,74397;81,69025;102,466272
2005-07-31;128,685612;1179,537232;181,567903;99,04058;138,067851;112,079725;100,27414;98,233417;97,78612;87,450133;98,706825;80,19534;99,773105
2005-08-31;132,371033;1064,064402;184,185981;113,035454;122,545162;128,18248;107,268996;109,546592;103,153081;93,248949;102,547117;82,481917;101,703807
2005-09-30;131,953042;588,827048;184,172033;109,340163;141,99033;127,79176;106,67471;104,804024;103,137494;93,250664;102,048175;85,254867;104,435024
