;RF0610;RF0620;RF0811;RF0812;RF0893;RF0899;RF1011;RF1012;RF1013;RF1020;RF1031;RF1032;RF1039
1995-10-31;290,899854;3333,297567;215,582988;100,547186;109,892827;116,588651;109,682102;107,768844;78,514309;88,530951;96,848486;65,791039;103,232175
1995-11-30;287,242708;3269,836091;212,86532;99,715997;109,588488;118,221841;109,690891;107,955041;78,974471;88,737064;97,14671;66,306449;103,619435
1995-12-31;283,160745;3193,498848;210,045693;98,800931;109,135279;119,9329;109,656034;108,437464;79,043252;88,964521;97,436947;67,180526;104,220717
1996-01-31;278,772651;3121,479556;207,303705;97,863646;108,534827;121,657228;109,599506;109,195011;78,756247;89,224575;97,719816;68,385219;104,895169
1996-02-29;274,325534;3067,398219;204,8012;96,961531;107,876451;123,28628;109,497271;110,136556;78,178082;89,48997;97,979531;69,824393;105,478579
1996-03-31;270,252663;3022,390624;202,647998;96,083733;107,258132;124,658813;109,34468;111,201653;77,450594;89,744197;98,204532;71,411141;105,92182
1996-04-30;266,452504;2975,440304;200,951154;95,282392;106,760166;125,669012;109,178755;112,35034;76,740894;89,980212;98,388105;73,092223;106,266892
1996-05-31;262,486657;2933,035295;199,733607;94,577944;106,484875;126,188127;109,023392;113,491238;76,188546;90,193366;98,532981;74,784214;106,595703
1996-06-30;257,780828;2209,613575;198,987222;93,96997;106,551654;126,124507;108,876802;114,528548;75,846938;90,368072;98,645675;76,414908;107,016929
1996-07-31;252,260543;2211,130974;198,674517;93,499899;106,99652;125,531005;108,769021;115,467283;75,738716;90,515817;98,753329;63,095654;107,531096
1996-08-31;245,945277;2237,898651;198,687726;93,140882;107,812918;124,571423;108,673101;116,247519;75,835894;90,632102;98,862634;64,426827;107,995578
1996-09-30;239,18355;2279,632189;198,874683;92,875845;109,024774;123,424439;108,592146;116,836187;76,071889;90,712768;98,973375;65,557649;108,18982
1996-10-31;232,723352;2320,551731;199,099972;92,71177;110,663478;122,318208;108,54232;117,211948;76,365745;90,760358;99,081094;66,464791;107,989657
1996-11-30;227,192812;2354,449921;199,234229;92,651301;112,640848;121,379788;108,506054;117,336013;76,644245;90,75877;99,153157;67,135499;107,420324
1996-12-31;222,759086;2380,043957;199,210706;92,763;114,828964;120,677565;108,526954;117,253301;76,886344;90,718976;99,182474;67,649165;106,647789
1997-01-31;219,39933;2401,423334;199,109278;93,109927;117,017303;120,255731;108,598065;117,008871;77,074865;90,647999;99,160867;68,109196;105,870071
1997-02-28;216,962135;2428,091712;199,069421;93,653061;118,975599;120,077389;108,702186;116,640581;77,228338;90,555941;99,087958;68,57981;105,236949
1997-03-31;215,01056;2459,779505;199,324599;94,345289;120,549838;120,094058;108,872181;116,233933;77,369854;90,494219;99,009294;69,11011;104,87335
1997-04-30;213,271961;2485,741631;199,972645;95,075617;121,644688;120,26369;109,097823;115,83395;77,537452;90,509481;98,981259;69,710689;104,789671
1997-05-31;211,924031;2487,392484;201,0303;95,756321;122,311568;120,521717;109,311253;115,439007;77,741673;90,602473;99,022181;70,351106;104,934357
1997-06-30;211,034724;2450,408249;202,478221;96,389649;122,578994;120,790623;109,523146;115,133731;78,009354;90,783625;99,145598;70,998928;105,203068
1997-07-31;210,617636;2379,111978;204,19828;96,933266;122,504247;121,010617;109,732175;114,96721;78,324065;91,047068;99,352144;71,6137;105,514971
1997-08-31;210,746553;2290,834283;205,928183;97,343873;122,117538;121,105846;109,901955;114,953003;78,624419;91,36152;99,623279;72,203721;105,871655
1997-09-30;211,291494;2209,60917;207,518253;97,648551;121,375276;121,096132;110,050355;115,142661;78,891598;91,721369;99,954018;72,778492;106,332585
1997-10-31;211,925879;2149,735766;208,73357;97,825937;120,262292;121,044147;110,154954;115,504197;79,123274;92,100616;100,31698;73,324768;106,883097
1997-11-30;212,403442;2111,702512;209,331109;97,883771;118,873141;121,028284;110,219369;115,9848;79,307329;92,480834;100,692266;73,81557;107,4611
1997-12-31;212,453652;2086,973937;209,173557;97,882722;117,377275;121,193663;110,252878;116,562183;79,444267;92,851001;101,066586;74,215646;108,012454
1998-01-31;211,835234;2062,789022;208,122574;97,813091;116,00127;121,595308;110,210397;117,160291;79,533965;93,175619;101,401072;74,44035;108,487991
1998-02-28;210,544451;2028,68408;206,268406;97,715533;114,942426;122,246061;110,108454;117,784556;79,610247;93,442673;101,681081;74,471314;108,905606
1998-03-31;208,758835;1989,426084;203,784058;97,670055;114,35238;123,136393;109,974886;118,424132;79,699115;93,64792;101,896984;74,337247;109,25734
1998-04-30;206,862077;1954,512952;200,891113;97,715708;114,296996;124,21701;109,80713;118,986501;79,801259;93,767757;102,022828;74,039278;109,577647
1998-05-31;205,018181;1931,411612;197,728163;97,825778;114,760712;125,388658;109,591305;119,408244;79,932076;93,795755;102,05916;73,599231;109,897341
1998-06-30;203,404204;1929,236728;194,53294;97,996634;115,634304;126,625615;109,3275;119,71226;80,143373;93,750998;102,025435;73,075558;110,163346
1998-07-31;202,184503;1947,378307;191,459648;98,175229;116,697975;127,848905;108,974915;119,850347;80,441557;93,632254;101,91541;72,464634;110,292218
